Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
TO3;ASL;ASL;TO3;A203;581452;1772;3.05;43;0.08;2020/04/18
TO3;ASL;ASL;TO3;A203;581452;1865;3.21;93;0.16;2020/04/19
TO3;ASL;ASL;TO3;A203;581452;1901;3.27;36;0.06;2020/04/20
TO3;ASL;ASL;TO3;A203;581452;1970;3.39;69;0.12;2020/04/21
TO3;ASL;ASL;TO3;A203;581452;2063;3.55;93;0.16;2020/04/22
TO3;ASL;ASL;TO3;A203;581452;2090;3.59;27;0.04;2020/04/23
TO3;ASL;ASL;TO3;A203;581452;2131;3.66;41;0.07;2020/04/24
TO3;ASL;ASL;TO3;A203;581452;2180;3.75;49;0.09;2020/04/25
TO3;ASL;ASL;TO3;A203;581452;2193;3.77;13;0.02;2020/04/26
TO3;ASL;ASL;TO3;A203;581452;2187;3.76;-6;-0.01;2020/04/27
TO3;ASL;ASL;TO3;A203;581452;2216;3.81;29;0.05;2020/04/28
TO3;ASL;ASL;TO3;A203;581452;2374;4.08;158;0.27;2020/05/05
TO3;ASL;ASL;TO3;A203;581452;2228;3.83;-146;-0.25;2020/05/06
TO3;ASL;ASL;TO3;A203;581452;2206;3.79;-22;-0.04;2020/05/07
TO3;ASL;ASL;TO3;A203;581452;2142;3.68;-64;-0.11;2020/05/08
TO3;ASL;ASL;TO3;A203;581452;2109;3.63;-33;-0.05;2020/05/09
TO3;ASL;ASL;TO3;A203;581452;2028;3.49;-81;-0.14;2020/05/10
TO3;ASL;ASL;TO3;A203;581452;1989;3.42;-39;-0.07;2020/05/11
TO3;ASL;ASL;TO3;A203;581452;1969;3.39;-20;-0.03;2020/05/12
TO3;ASL;ASL;TO3;A203;581452;1902;3.27;-67;-0.12;2020/05/13
TO4;ASL;ASL;TO4;A204;514420;519;1.01;0;0.0;2020/03/25
TO4;ASL;ASL;TO4;A204;514420;603;1.17;84;0.16;2020/03/26
TO4;ASL;ASL;TO4;A204;514420;665;1.29;62;0.12;2020/03/27
TO4;ASL;ASL;TO4;A204;514420;734;1.43;69;0.14;2020/03/28
TO4;ASL;ASL;TO4;A204;514420;825;1.6;91;0.17;2020/03/29
TO4;ASL;ASL;TO4;A204;514420;863;1.68;38;0.08;2020/03/30
TO4;ASL;ASL;TO4;A204;514420;965;1.88;102;0.2;2020/03/31
TO4;ASL;ASL;TO4;A204;514420;1024;1.99;59;0.11;2020/04/01
TO4;ASL;ASL;TO4;A204;514420;1106;2.15;82;0.16;2020/04/02
TO4;ASL;ASL;TO4;A204;514420;1118;2.17;12;0.02;2020/04/03
TO4;ASL;ASL;TO4;A204;514420;1291;2.51;173;0.34;2020/04/04
TO4;ASL;ASL;TO4;A204;514420;3623;7.04;2332;4.53;2020/04/05
TO4;ASL;ASL;TO4;A204;514420;1377;2.68;-2246;-4.36;2020/04/06
TO4;ASL;ASL;TO4;A204;514420;1409;2.74;32;0.06;2020/04/07
TO4;ASL;ASL;TO4;A204;514420;1455;2.83;46;0.09;2020/04/08
TO4;ASL;ASL;TO4;A204;514420;1503;2.92;48;0.09;2020/04/09
TO4;ASL;ASL;TO4;A204;514420;1696;3.3;193;0.38;2020/04/12
TO4;ASL;ASL;TO4;A204;514420;1715;3.33;19;0.03;2020/04/13
TO4;ASL;ASL;TO4;A204;514420;1759;3.42;44;0.09;2020/04/14
TO4;ASL;ASL;TO4;A204;514420;1750;3.4;-9;-0.02;2020/04/15
TO4;ASL;ASL;TO4;A204;514420;1898;3.69;148;0.29;2020/04/16
TO4;ASL;ASL;TO4;A204;514420;1894;3.68;-4;-0.01;2020/04/17
TO4;ASL;ASL;TO4;A204;514420;1896;3.69;2;0.01;2020/04/18
TO4;ASL;ASL;TO4;A204;514420;2005;3.9;109;0.21;2020/04/19
TO4;ASL;ASL;TO4;A204;514420;2027;3.94;22;0.04;2020/04/20
TO4;ASL;ASL;TO4;A204;514420;2030;3.95;3;0.01;2020/04/21
TO4;ASL;ASL;TO4;A204;514420;2055;3.99;25;0.04;2020/04/22
TO4;ASL;ASL;TO4;A204;514420;2060;4.0;5;0.01;2020/04/23
TO4;ASL;ASL;TO4;A204;514420;2099;4.08;39;0.08;2020/04/24
TO4;ASL;ASL;TO4;A204;514420;2221;4.32;122;0.24;2020/04/25
TO4;ASL;ASL;TO4;A204;514420;2250;4.37;29;0.05;2020/04/26
TO4;ASL;ASL;TO4;A204;514420;2269;4.41;19;0.04;2020/04/27
TO4;ASL;ASL;TO4;A204;514420;2272;4.42;3;0.01;2020/04/28
TO4;ASL;ASL;TO4;A204;514420;2246;4.37;-26;-0.05;2020/05/05
TO4;ASL;ASL;TO4;A204;514420;2166;4.21;-80;-0.16;2020/05/06
TO4;ASL;ASL;TO4;A204;514420;2064;4.01;-102;-0.2;2020/05/07
TO4;ASL;ASL;TO4;A204;514420;1987;3.86;-77;-0.15;2020/05/08
TO4;ASL;ASL;TO4;A204;514420;1982;3.85;-5;-0.01;2020/05/09
TO4;ASL;ASL;TO4;A204;514420;1978;3.85;-4;0.0;2020/05/10
TO4;ASL;ASL;TO4;A204;514420;1950;3.79;-28;-0.06;2020/05/11
TO4;ASL;ASL;TO4;A204;514420;1932;3.76;-18;-0.03;2020/05/12
TO4;ASL;ASL;TO4;A204;514420;1887;3.67;-45;-0.09;2020/05/13
TO5;ASL;ASL;TO5;A205;309656;455;1.47;0;0.0;2020/03/25
TO5;ASL;ASL;TO5;A205;309656;495;1.6;40;0.13;2020/03/26
TO5;ASL;ASL;TO5;A205;309656;533;1.72;38;0.12;2020/03/27
TO5;ASL;ASL;TO5;A205;309656;573;1.85;40;0.13;2020/03/28
TO5;ASL;ASL;TO5;A205;309656;609;1.97;36;0.12;2020/03/29
TO5;ASL;ASL;TO5;A205;309656;656;2.12;47;0.15;2020/03/30
TO5;ASL;ASL;TO5;A205;309656;696;2.25;40;0.13;2020/03/31
TO5;ASL;ASL;TO5;A205;309656;727;2.35;31;0.1;2020/04/01
TO5;ASL;ASL;TO5;A205;309656;764;2.47;37;0.12;2020/04/02
TO5;ASL;ASL;TO5;A205;309656;808;2.61;44;0.14;2020/04/03
TO5;ASL;ASL;TO5;A205;309656;847;2.74;39;0.13;2020/04/04
TO5;ASL;ASL;TO5;A205;309656;2493;8.05;1646;5.31;2020/04/05
TO5;ASL;ASL;TO5;A205;309656;900;2.91;-1593;-5.14;2020/04/06
TO5;ASL;ASL;TO5;A205;309656;950;3.07;50;0.16;2020/04/07
TO5;ASL;ASL;TO5;A205;309656;989;3.19;39;0.12;2020/04/08
TO5;ASL;ASL;TO5;A205;309656;1060;3.42;71;0.23;2020/04/09
TO5;ASL;ASL;TO5;A205;309656;1100;3.55;40;0.13;2020/04/12
TO5;ASL;ASL;TO5;A205;309656;1110;3.58;10;0.03;2020/04/13
TO5;ASL;ASL;TO5;A205;309656;1156;3.73;46;0.15;2020/04/14
TO5;ASL;ASL;TO5;A205;309656;1146;3.7;-10;-0.03;2020/04/15
TO5;ASL;ASL;TO5;A205;309656;1216;3.93;70;0.23;2020/04/16
TO5;ASL;ASL;TO5;A205;309656;1264;4.08;48;0.15;2020/04/17
TO5;ASL;ASL;TO5;A205;309656;1329;4.29;65;0.21;2020/04/18
TO5;ASL;ASL;TO5;A205;309656;1372;4.43;43;0.14;2020/04/19
TO5;ASL;ASL;TO5;A205;309656;1377;4.45;5;0.02;2020/04/20
TO5;ASL;ASL;TO5;A205;309656;1430;4.62;53;0.17;2020/04/21
TO5;ASL;ASL;TO5;A205;309656;1488;4.81;58;0.19;2020/04/22
TO5;ASL;ASL;TO5;A205;309656;1527;4.93;39;0.12;2020/04/23
TO5;ASL;ASL;TO5;A205;309656;1563;5.05;36;0.12;2020/04/24
TO5;ASL;ASL;TO5;A205;309656;1584;5.12;21;0.07;2020/04/25
TO5;ASL;ASL;TO5;A205;309656;1583;5.11;-1;-0.01;2020/04/26
TO5;ASL;ASL;TO5;A205;309656;1590;5.13;7;0.02;2020/04/27
TO5;ASL;ASL;TO5;A205;309656;1588;5.13;-2;0.0;2020/04/28
TO5;ASL;ASL;TO5;A205;309656;1524;4.92;-64;-0.21;2020/05/05
TO5;ASL;ASL;TO5;A205;309656;1512;4.88;-12;-0.04;2020/05/06
TO5;ASL;ASL;TO5;A205;309656;1481;4.78;-31;-0.1;2020/05/07
TO5;ASL;ASL;TO5;A205;309656;1467;4.74;-14;-0.04;2020/05/08
TO5;ASL;ASL;TO5;A205;309656;1449;4.68;-18;-0.06;2020/05/09
TO5;ASL;ASL;TO5;A205;309656;1417;4.58;-32;-0.1;2020/05/10
TO5;ASL;ASL;TO5;A205;309656;1417;4.58;0;0.0;2020/05/11
TO5;ASL;ASL;TO5;A205;309656;1410;4.55;-7;-0.03;2020/05/12
TO5;ASL;ASL;TO5;A205;309656;1406;4.54;-4;-0.01;2020/05/13
VC;ASL;ASL;VC;A206;168186;310;1.84;0;0.0;2020/03/25
VC;ASL;ASL;VC;A206;168186;338;2.01;28;0.17;2020/03/26
VC;ASL;ASL;VC;A206;168186;360;2.14;22;0.13;2020/03/27
VC;ASL;ASL;VC;A206;168186;401;2.38;41;0.24;2020/03/28
VC;ASL;ASL;VC;A206;168186;434;2.58;33;0.2;2020/03/29
VC;ASL;ASL;VC;A206;168186;467;2.78;33;0.2;2020/03/30
VC;ASL;ASL;VC;A206;168186;491;2.92;24;0.14;2020/03/31
VC;ASL;ASL;VC;A206;168186;507;3.01;16;0.09;2020/04/01
VC;ASL;ASL;VC;A206;168186;539;3.2;32;0.19;2020/04/02
VC;ASL;ASL;VC;A206;168186;584;3.47;45;0.27;2020/04/03
VC;ASL;ASL;VC;A206;168186;601;3.57;17;0.1;2020/04/04
VC;ASL;ASL;VC;A206;168186;1323;7.87;722;4.3;2020/04/05
VC;ASL;ASL;VC;A206;168186;662;3.94;-661;-3.93;2020/04/06
VC;ASL;ASL;VC;A206;168186;682;4.06;20;0.12;2020/04/07
VC;ASL;ASL;VC;A206;168186;696;4.14;14;0.08;2020/04/08
VC;ASL;ASL;VC;A206;168186;709;4.22;13;0.08;2020/04/09
VC;ASL;ASL;VC;A206;168186;680;4.04;-29;-0.18;2020/04/12
VC;ASL;ASL;VC;A206;168186;703;4.18;23;0.14;2020/04/13
VC;ASL;ASL;VC;A206;168186;693;4.12;-10;-0.06;2020/04/14
VC;ASL;ASL;VC;A206;168186;688;4.09;-5;-0.03;2020/04/15
VC;ASL;ASL;VC;A206;168186;707;4.2;19;0.11;2020/04/16
VC;ASL;ASL;VC;A206;168186;720;4.28;13;0.08;2020/04/17
VC;ASL;ASL;VC;A206;168186;732;4.35;12;0.07;2020/04/18
VC;ASL;ASL;VC;A206;168186;739;4.39;7;0.04;2020/04/19
VC;ASL;ASL;VC;A206;168186;741;4.41;2;0.02;2020/04/20
VC;ASL;ASL;VC;A206;168186;734;4.36;-7;-0.05;2020/04/21
VC;ASL;ASL;VC;A206;168186;713;4.24;-21;-0.12;2020/04/22
VC;ASL;ASL;VC;A206;168186;731;4.35;18;0.11;2020/04/23
VC;ASL;ASL;VC;A206;168186;742;4.41;11;0.06;2020/04/24
VC;ASL;ASL;VC;A206;168186;731;4.35;-11;-0.06;2020/04/25
VC;ASL;ASL;VC;A206;168186;725;4.31;-6;-0.04;2020/04/26
VC;ASL;ASL;VC;A206;168186;718;4.27;-7;-0.04;2020/04/27
VC;ASL;ASL;VC;A206;168186;709;4.22;-9;-0.05;2020/04/28
VC;ASL;ASL;VC;A206;168186;699;4.16;-10;-0.06;2020/05/05
VC;ASL;ASL;VC;A206;168186;651;3.87;-48;-0.29;2020/05/06
VC;ASL;ASL;VC;A206;168186;637;3.79;-14;-0.08;2020/05/07
VC;ASL;ASL;VC;A206;168186;633;3.76;-4;-0.03;2020/05/08
VC;ASL;ASL;VC;A206;168186;612;3.64;-21;-0.12;2020/05/09
VC;ASL;ASL;VC;A206;168186;595;3.54;-17;-0.1;2020/05/10
VC;ASL;ASL;VC;A206;168186;575;3.42;-20;-0.12;2020/05/11
VC;ASL;ASL;VC;A206;168186;557;3.31;-18;-0.11;2020/05/12
VC;ASL;ASL;VC;A206;168186;558;3.32;1;0.01;2020/05/13
VCO;ASL;ASL;VCO;A209;168995;251;1.49;0;0.0;2020/03/25
VCO;ASL;ASL;VCO;A209;168995;260;1.54;9;0.05;2020/03/26
VCO;ASL;ASL;VCO;A209;168995;295;1.75;35;0.21;2020/03/27
VCO;ASL;ASL;VCO;A209;168995;319;1.89;24;0.14;2020/03/28
VCO;ASL;ASL;VCO;A209;168995;362;2.14;43;0.25;2020/03/29
VCO;ASL;ASL;VCO;A209;168995;393;2.33;31;0.19;2020/03/30
VCO;ASL;ASL;VCO;A209;168995;411;2.43;18;0.1;2020/03/31
VCO;ASL;ASL;VCO;A209;168995;437;2.59;26;0.16;2020/04/01
VCO;ASL;ASL;VCO;A209;168995;479;2.83;42;0.24;2020/04/02
VCO;ASL;ASL;VCO;A209;168995;529;3.13;50;0.3;2020/04/03
VCO;ASL;ASL;VCO;A209;168995;557;3.3;28;0.17;2020/04/04
VCO;ASL;ASL;VCO;A209;168995;1257;7.44;700;4.14;2020/04/05
VCO;ASL;ASL;VCO;A209;168995;640;3.79;-617;-3.65;2020/04/06
VCO;ASL;ASL;VCO;A209;168995;652;3.86;12;0.07;2020/04/07
VCO;ASL;ASL;VCO;A209;168995;741;4.38;89;0.52;2020/04/08
VCO;ASL;ASL;VCO;A209;168995;796;4.71;55;0.33;2020/04/09
VCO;ASL;ASL;VCO;A209;168995;779;4.61;-17;-0.1;2020/04/12
VCO;ASL;ASL;VCO;A209;168995;792;4.69;13;0.08;2020/04/13
VCO;ASL;ASL;VCO;A209;168995;793;4.69;1;0.0;2020/04/14
VCO;ASL;ASL;VCO;A209;168995;793;4.69;0;0.0;2020/04/15
VCO;ASL;ASL;VCO;A209;168995;790;4.67;-3;-0.02;2020/04/16
VCO;ASL;ASL;VCO;A209;168995;791;4.68;1;0.01;2020/04/17
VCO;ASL;ASL;VCO;A209;168995;792;4.69;1;0.01;2020/04/18
VCO;ASL;ASL;VCO;A209;168995;789;4.67;-3;-0.02;2020/04/19
VCO;ASL;ASL;VCO;A209;168995;774;4.58;-15;-0.09;2020/04/20
VCO;ASL;ASL;VCO;A209;168995;766;4.53;-8;-0.05;2020/04/21
VCO;ASL;ASL;VCO;A209;168995;749;4.43;-17;-0.1;2020/04/22
VCO;ASL;ASL;VCO;A209;168995;743;4.4;-6;-0.03;2020/04/23
VCO;ASL;ASL;VCO;A209;168995;715;4.23;-28;-0.17;2020/04/24
VCO;ASL;ASL;VCO;A209;168995;690;4.08;-25;-0.15;2020/04/25
VCO;ASL;ASL;VCO;A209;168995;700;4.14;10;0.06;2020/04/26
VCO;ASL;ASL;VCO;A209;168995;691;4.09;-9;-0.05;2020/04/27
VCO;ASL;ASL;VCO;A209;168995;683;4.04;-8;-0.05;2020/04/28
VCO;ASL;ASL;VCO;A209;168995;673;3.98;-10;-0.06;2020/05/05
VCO;ASL;ASL;VCO;A209;168995;662;3.92;-11;-0.06;2020/05/06
VCO;ASL;ASL;VCO;A209;168995;658;3.89;-4;-0.03;2020/05/07
VCO;ASL;ASL;VCO;A209;168995;638;3.78;-20;-0.11;2020/05/08
VCO;ASL;ASL;VCO;A209;168995;612;3.62;-26;-0.16;2020/05/09
VCO;ASL;ASL;VCO;A209;168995;591;3.5;-21;-0.12;2020/05/10
VCO;ASL;ASL;VCO;A209;168995;574;3.4;-17;-0.1;2020/05/11
VCO;ASL;ASL;VCO;A209;168995;545;3.22;-29;-0.18;2020/05/12
VCO;ASL;ASL;VCO;A209;168995;539;3.19;-6;-0.03;2020/05/13
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/25
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/26
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/27
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/28
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/29
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/30
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/03/31
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/01
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/02
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/03
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/04
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/05
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/05
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/06
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/07
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/08
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/09
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/12
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/13
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/14
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/15
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/16
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/17
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/18
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/19
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/20
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/21
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/22
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/23
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/24
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/25
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/26
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/27
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/04/28
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/05
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/06
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/07
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/08
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/09
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/10
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/11
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/12
Acceglio;COM;CN;CN1;004001;158;0;0.0;0;0.0;2020/05/13
Acqui Terme;COM;AL;AL;006001;19604;25;1.28;0;0.0;2020/03/25
Acqui Terme;COM;AL;AL;006001;19604;25;1.28;0;0.0;2020/03/26
Acqui Terme;COM;AL;AL;006001;19604;32;1.63;7;0.35;2020/03/27
Acqui Terme;COM;AL;AL;006001;19604;34;1.73;2;0.1;2020/03/28
Acqui Terme;COM;AL;AL;006001;19604;34;1.73;0;0.0;2020/03/29
Acqui Terme;COM;AL;AL;006001;19604;34;1.73;0;0.0;2020/03/30
Acqui Terme;COM;AL;AL;006001;19604;35;1.79;1;0.06;2020/03/31
Acqui Terme;COM;AL;AL;006001;19604;37;1.89;2;0.1;2020/04/01
Acqui Terme;COM;AL;AL;006001;19604;39;1.99;2;0.1;2020/04/02
Acqui Terme;COM;AL;AL;006001;19604;38;1.94;-1;-0.05;2020/04/03
Acqui Terme;COM;AL;AL;006001;19604;39;1.99;1;0.05;2020/04/04
Acqui Terme;COM;AL;AL;006001;19604;52;2.65;13;0.66;2020/04/05
Acqui Terme;COM;AL;AL;006001;19604;121;6.17;69;3.52;2020/04/05
Acqui Terme;COM;AL;AL;006001;19604;61;3.11;-60;-3.06;2020/04/06
Acqui Terme;COM;AL;AL;006001;19604;64;3.26;3;0.15;2020/04/07
Acqui Terme;COM;AL;AL;006001;19604;66;3.37;2;0.11;2020/04/08
Acqui Terme;COM;AL;AL;006001;19604;68;3.47;2;0.1;2020/04/09
Acqui Terme;COM;AL;AL;006001;19604;71;3.62;3;0.15;2020/04/12
Acqui Terme;COM;AL;AL;006001;19604;71;3.62;0;0.0;2020/04/13
Acqui Terme;COM;AL;AL;006001;19604;74;3.77;3;0.15;2020/04/14
Acqui Terme;COM;AL;AL;006001;19604;89;4.54;15;0.77;2020/04/15
Acqui Terme;COM;AL;AL;006001;19604;115;5.87;26;1.33;2020/04/16
Acqui Terme;COM;AL;AL;006001;19604;115;5.87;0;0.0;2020/04/17
Acqui Terme;COM;AL;AL;006001;19604;118;6.02;3;0.15;2020/04/18
Acqui Terme;COM;AL;AL;006001;19604;109;5.56;-9;-0.46;2020/04/19
Acqui Terme;COM;AL;AL;006001;19604;107;5.46;-2;-0.1;2020/04/20
Acqui Terme;COM;AL;AL;006001;19604;109;5.56;2;0.1;2020/04/21
Acqui Terme;COM;AL;AL;006001;19604;110;5.61;1;0.05;2020/04/22
Acqui Terme;COM;AL;AL;006001;19604;104;5.31;-6;-0.3;2020/04/23
Acqui Terme;COM;AL;AL;006001;19604;107;5.46;3;0.15;2020/04/24
Acqui Terme;COM;AL;AL;006001;19604;111;5.66;4;0.2;2020/04/25
Acqui Terme;COM;AL;AL;006001;19604;104;5.31;-7;-0.35;2020/04/26
Acqui Terme;COM;AL;AL;006001;19604;110;5.61;6;0.3;2020/04/27
Acqui Terme;COM;AL;AL;006001;19604;111;5.66;1;0.05;2020/04/28
Acqui Terme;COM;AL;AL;006001;19604;120;6.12;9;0.46;2020/05/05
Acqui Terme;COM;AL;AL;006001;19604;118;6.02;-2;-0.1;2020/05/06
Acqui Terme;COM;AL;AL;006001;19604;118;6.02;0;0.0;2020/05/07
Acqui Terme;COM;AL;AL;006001;19604;125;6.38;7;0.36;2020/05/08
Acqui Terme;COM;AL;AL;006001;19604;117;5.97;-8;-0.41;2020/05/09
Acqui Terme;COM;AL;AL;006001;19604;115;5.87;-2;-0.1;2020/05/10
Acqui Terme;COM;AL;AL;006001;19604;112;5.71;-3;-0.16;2020/05/11
Acqui Terme;COM;AL;AL;006001;19604;112;5.71;0;0.0;2020/05/12
Acqui Terme;COM;AL;AL;006001;19604;104;5.31;-8;-0.4;2020/05/13
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/25
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/26
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/27
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/28
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/29
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/30
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/03/31
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/01
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/02
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/03
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/04
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/05
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;2;1.26;2020/04/05
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;-2;-1.26;2020/04/06
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/07
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/08
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/09
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/12
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/13
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/14
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/15
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/16
Agliano Terme;COM;AT;AT;005001;1592;0;0.0;0;0.0;2020/04/17
Agliano Terme;COM;AT;AT;005001;1592;1;0.63;1;0.63;2020/04/18
Agliano Terme;COM;AT;AT;005001;1592;1;0.63;0;0.0;2020/04/19
Agliano Terme;COM;AT;AT;005001;1592;1;0.63;0;0.0;2020/04/20
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;1;0.63;2020/04/21
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/22
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/23
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/24
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/25
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/26
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/27
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/04/28
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/05
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/06
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/07
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/08
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/09
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/10
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/11
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/12
Agliano Terme;COM;AT;AT;005001;1592;2;1.26;0;0.0;2020/05/13
Agliè;COM;TO;TO4;001001;2635;4;1.52;0;0.0;2020/03/25
Agliè;COM;TO;TO4;001001;2635;4;1.52;0;0.0;2020/03/26
Agliè;COM;TO;TO4;001001;2635;4;1.52;0;0.0;2020/03/27
Agliè;COM;TO;TO4;001001;2635;4;1.52;0;0.0;2020/03/28
Agliè;COM;TO;TO4;001001;2635;4;1.52;0;0.0;2020/03/29
Agliè;COM;TO;TO4;001001;2635;5;1.9;1;0.38;2020/03/30
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/03/31
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/01
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/02
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/03
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/04
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/05
Agliè;COM;TO;TO4;001001;2635;4;1.52;-1;-0.38;2020/04/05
Agliè;COM;TO;TO4;001001;2635;5;1.9;1;0.38;2020/04/06
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/07
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/08
Agliè;COM;TO;TO4;001001;2635;5;1.9;0;0.0;2020/04/09
