Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Quargnento;COM;AL;AL;006141;1409;5;3.55;0;0.0;2020/04/20
Quargnento;COM;AL;AL;006141;1409;5;3.55;0;0.0;2020/04/21
Quargnento;COM;AL;AL;006141;1409;5;3.55;0;0.0;2020/04/22
Quargnento;COM;AL;AL;006141;1409;3;2.13;-2;-1.42;2020/04/23
Quargnento;COM;AL;AL;006141;1409;3;2.13;0;0.0;2020/04/24
Quargnento;COM;AL;AL;006141;1409;5;3.55;2;1.42;2020/04/25
Quargnento;COM;AL;AL;006141;1409;5;3.55;0;0.0;2020/04/26
Quargnento;COM;AL;AL;006141;1409;6;4.26;1;0.71;2020/04/27
Quargnento;COM;AL;AL;006141;1409;6;4.26;0;0.0;2020/04/28
Quargnento;COM;AL;AL;006141;1409;6;4.26;0;0.0;2020/05/05
Quargnento;COM;AL;AL;006141;1409;6;4.26;0;0.0;2020/05/06
Quargnento;COM;AL;AL;006141;1409;6;4.26;0;0.0;2020/05/07
Quargnento;COM;AL;AL;006141;1409;7;4.97;1;0.71;2020/05/08
Quargnento;COM;AL;AL;006141;1409;7;4.97;0;0.0;2020/05/09
Quargnento;COM;AL;AL;006141;1409;7;4.97;0;0.0;2020/05/10
Quargnento;COM;AL;AL;006141;1409;7;4.97;0;0.0;2020/05/11
Quargnento;COM;AL;AL;006141;1409;7;4.97;0;0.0;2020/05/12
Quargnento;COM;AL;AL;006141;1409;7;4.97;0;0.0;2020/05/13
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/25
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/26
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/27
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/28
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/29
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/30
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/03/31
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/01
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/02
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/03
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/04
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/05
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/05
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/06
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/07
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/08
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/09
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/12
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/13
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/14
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/15
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/16
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/17
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/18
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/19
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/20
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/21
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/22
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/23
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/24
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/25
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/26
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/27
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/04/28
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/05
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/06
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/07
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/08
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/09
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/10
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/11
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/12
Quarna Sopra;COM;VCO;VCO;103058;252;0;0.0;0;0.0;2020/05/13
Quarna Sotto;COM;VCO;VCO;103059;385;0;0.0;0;0.0;2020/03/25
Quarna Sotto;COM;VCO;VCO;103059;385;0;0.0;0;0.0;2020/03/26
Quarna Sotto;COM;VCO;VCO;103059;385;0;0.0;0;0.0;2020/03/27
Quarna Sotto;COM;VCO;VCO;103059;385;0;0.0;0;0.0;2020/03/28
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;1;2.6;2020/03/29
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/03/30
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/03/31
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/01
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/02
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/03
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/04
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/05
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;1;2.59;2020/04/05
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;-1;-2.59;2020/04/06
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/07
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;1;2.59;2020/04/08
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/09
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;-1;-2.59;2020/04/12
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/13
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/14
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/15
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/16
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/17
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/18
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/19
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/20
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/21
Quarna Sotto;COM;VCO;VCO;103059;385;1;2.6;0;0.0;2020/04/22
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;1;2.59;2020/04/23
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/24
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/25
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/26
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/27
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/04/28
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/05
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/06
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/07
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/08
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/09
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/10
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/11
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/12
Quarna Sotto;COM;VCO;VCO;103059;385;2;5.19;0;0.0;2020/05/13
Quarona;COM;VC;VC;002107;4001;2;0.5;0;0.0;2020/03/25
Quarona;COM;VC;VC;002107;4001;3;0.75;1;0.25;2020/03/26
Quarona;COM;VC;VC;002107;4001;3;0.75;0;0.0;2020/03/27
Quarona;COM;VC;VC;002107;4001;3;0.75;0;0.0;2020/03/28
Quarona;COM;VC;VC;002107;4001;3;0.75;0;0.0;2020/03/29
Quarona;COM;VC;VC;002107;4001;5;1.25;2;0.5;2020/03/30
Quarona;COM;VC;VC;002107;4001;5;1.25;0;0.0;2020/03/31
Quarona;COM;VC;VC;002107;4001;6;1.5;1;0.25;2020/04/01
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/04/02
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/04/03
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/04/04
Quarona;COM;VC;VC;002107;4001;8;2.0;2;0.5;2020/04/05
Quarona;COM;VC;VC;002107;4001;8;2.0;0;0.0;2020/04/05
Quarona;COM;VC;VC;002107;4001;10;2.5;2;0.5;2020/04/06
Quarona;COM;VC;VC;002107;4001;10;2.5;0;0.0;2020/04/07
Quarona;COM;VC;VC;002107;4001;11;2.75;1;0.25;2020/04/08
Quarona;COM;VC;VC;002107;4001;11;2.75;0;0.0;2020/04/09
Quarona;COM;VC;VC;002107;4001;9;2.25;-2;-0.5;2020/04/12
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/13
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/14
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/15
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/16
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/17
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/18
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/19
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/20
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/21
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/22
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/23
Quarona;COM;VC;VC;002107;4001;9;2.25;0;0.0;2020/04/24
Quarona;COM;VC;VC;002107;4001;8;2.0;-1;-0.25;2020/04/25
Quarona;COM;VC;VC;002107;4001;8;2.0;0;0.0;2020/04/26
Quarona;COM;VC;VC;002107;4001;7;1.75;-1;-0.25;2020/04/27
Quarona;COM;VC;VC;002107;4001;7;1.75;0;0.0;2020/04/28
Quarona;COM;VC;VC;002107;4001;8;2.0;1;0.25;2020/05/05
Quarona;COM;VC;VC;002107;4001;7;1.75;-1;-0.25;2020/05/06
Quarona;COM;VC;VC;002107;4001;6;1.5;-1;-0.25;2020/05/07
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/05/08
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/05/09
Quarona;COM;VC;VC;002107;4001;6;1.5;0;0.0;2020/05/10
Quarona;COM;VC;VC;002107;4001;4;1.0;-2;-0.5;2020/05/11
Quarona;COM;VC;VC;002107;4001;4;1.0;0;0.0;2020/05/12
Quarona;COM;VC;VC;002107;4001;5;1.25;1;0.25;2020/05/13
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/25
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/26
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/27
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/28
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/29
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/30
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/03/31
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/01
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/02
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/03
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/04
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/05
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/05
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/06
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/07
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/08
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/09
Quassolo;COM;TO;TO4;001209;345;0;0.0;0;0.0;2020/04/12
